Id,SalePrice
1461,122840.3214487277
1462,162229.74315858126
1463,191710.64777811867
1464,199631.57055878532
1465,181179.16182551676
1466,176070.29239458457
1467,169584.33128827342
1468,168328.17235107496
1469,184495.22174542473
1470,122785.3553014529
1471,199797.89180122895
1472,99224.21831723538
1473,102301.35953233535
1474,146169.60039423732
1475,117902.89418647662
1476,384076.30933900503
1477,268724.2235403687
1478,287878.849537821
1479,311421.3150004012
1480,478651.23334585346
1481,316580.5402765044
1482,211106.53088596955
1483,173244.30847590163
1484,166220.25995432024
1485,184029.2376037332
1486,197106.97561769924
1487,328351.1620470352
1488,231798.0184660029
1489,210392.67107234354
1490,233083.5631097938
1491,186835.0735617195
1492,90996.65491490185
1493,182458.19825405296
1494,295177.9388193732
1495,280362.92180780973
1496,238694.7803268819
1497,183742.77737047157
1498,165865.08397484798
1499,165214.54736012995
1500,159858.34177311783
1501,176392.40100534368
1502,161448.82963738817
1503,304469.7586794327
1504,242370.4199529018
1505,223202.2999134577
1506,181058.62412679056
1507,254968.90204721835
1508,197621.8133884788
1509,155314.6862684951
1510,148246.48548724363
1511,148378.56038192633
1512,164625.5648946254
1513,139217.5281943177
1514,164453.11445108018
1515,205954.45963029077
1516,151067.08142458022
1517,165587.77001270768
1518,127681.37782673401
1519,228132.66350995138
1520,139413.4320758633
1521,139884.32808049067
1522,162378.3792658414
1523,110196.202847544
1524,122150.41156070557
1525,121669.70773969384
1526,117873.73657212264
1527,107042.56807125748
1528,131417.5926037418
1529,151981.8103463885
1530,169810.2450954268
1531,114839.72778116082
1532,92968.77495176639
1533,131805.170136586
1534,121693.09686098664
1535,150234.59425678413
1536,114419.40393444017
1537,75400.233569089
1538,153508.0687796819
1539,192589.0305287867
1540,100832.24810025128
1541,141851.59547313856
1542,141736.1560588262
1543,200778.21868234244
1544,82065.7829364316
1545,105949.26422275849
1546,136747.02700403205
1547,134307.04593185795
1548,129404.68527298734
1549,121362.91401567432
1550,140053.9933597681
1551,109285.20232732476
1552,146215.6707776846
1553,142123.96218157702
1554,116486.52019266487
1555,174552.67601166095
1556,92721.4787719887
1557,103498.38898640928
1558,98954.42085295479
1559,81110.74364783619
1560,132766.17776523397
1561,134406.54369057267
1562,131785.1376229831
1563,120827.35033499265
1564,163277.20028435526
1565,157370.76742108917
1566,236642.82865307573
1567,71427.73469425824
1568,229444.14030083574
1569,148108.69753370326
1570,146930.11738103643
1571,126978.80796667276
1572,144444.51456568658
1573,264047.65421896504
1574,124373.95166561185
1575,222401.71788758313
1576,257036.2540891464
1577,200478.25675003458
1578,140436.41243381746
1579,148489.57538218237
1580,188918.96307879634
1581,165160.11318046815
1582,123751.57300787763
1583,320550.5209362461
1584,224977.01287028205
1585,140174.95473442803
1586,65477.30300651143
1587,103867.24385858866
1588,147490.5834811207
1589,94215.28286383582
1590,130300.87994373418
1591,88389.51945070819
1592,118545.4598646606
1593,116229.59524169506
1594,162600.82817336026
1595,112695.11648397859
1596,238946.94355373917
1597,198004.86819898227
1598,202322.9948170103
1599,174896.8100419316
1600,171275.5344081829
1601,68778.80909157664
1602,113103.04234092857
1603,81087.55068733828
1604,283630.05549213116
1605,250566.9419435091
1606,166124.10463538676
1607,170263.85909901332
1608,216284.7961703319
1609,187845.22682354623
1610,153888.37887557334
1611,141616.84337095194
1612,175390.39625091414
1613,167659.32583266625
1614,128067.92502098529
1615,90249.84971723327
1616,76281.37734536525
1617,95703.99889662526
1618,128080.26786219122
1619,147057.11134042894
1620,171376.39227566813
1621,145994.6934884315
1622,139892.83679001476
1623,286665.5099865884
1624,233110.57974562104
1625,122021.16951969411
1626,154900.67366105263
1627,188660.2732344663
1628,286514.8362181535
1629,177995.27774271133
1630,359765.792979668
1631,217107.42640411382
1632,245755.5787108236
1633,176599.71736660655
1634,193698.51990248353
1635,179086.28696962682
1636,158160.63373652974
1637,201721.30295312166
1638,192019.82309585798
1639,184220.7790265886
1640,254504.62057986198
1641,180395.16976407875
1642,244754.57659006945
1643,226558.93831687688
1644,240235.05331309827
1645,186618.22332882046
1646,159057.24016756864
1647,150555.0701506105
1648,132886.03341390612
1649,141386.24119848054
1650,116589.01634106223
1651,126295.5143557707
1652,97590.10072430756
1653,99768.58261087148
1654,147377.05626499542
1655,137425.6230610634
1656,142036.0178784983
1657,149234.02078035107
1658,149608.61009549967
1659,120437.43268676242
1660,166075.13291411626
1661,449519.2307459842
1662,392556.1030331098
1663,401356.32731033536
1664,494751.4041837548
1665,309276.1484053434
1666,341129.7129134366
1667,385191.6685655238
1668,325495.5128443813
1669,296704.9241183297
1670,331818.3962725593
1671,257957.14145849814
1672,455244.1289798967
1673,291815.76160370384
1674,250771.617509005
1675,193091.14776354248
1676,194059.254943913
1677,213963.48037945566
1678,472873.88282705157
1679,399373.82338565507
1680,342088.95710407174
1681,255612.15840871242
1682,314003.3873367444
1683,181132.09998101273
1684,170218.90206813338
1685,173249.34578009488
1686,171151.60573356488
1687,167139.959191339
1688,189732.78618459456
1689,193574.52186189493
1690,195032.14746943247
1691,186288.12888218378
1692,277054.0637898258
1693,171195.58636571732
1694,181892.9621161206
1695,162274.14072569186
1696,270478.51053922035
1697,167567.55670226473
1698,352442.5393323803
1699,309466.3758904621
1700,252508.64949575183
1701,265528.84050202003
1702,244963.1984447407
1703,248425.4389258391
1704,285308.9818849305
1705,235607.04671341545
1706,439691.12123485043
1707,221813.3007153974
1708,208037.94723779077
1709,273811.4482228457
1710,217978.21113066497
1711,264736.3514305101
1712,251131.89142921806
1713,284359.78944135364
1714,222187.99832711904
1715,209145.90666208704
1716,188912.16256747337
1717,172854.78066308796
1718,137984.07857583594
1719,202661.4463479969
1720,244640.42468924902
1721,169361.14824304683
1722,131161.7740654659
1723,161805.24927536922
1724,222641.99091676483
1725,231651.02983170134
1726,191193.78724988765
1727,166060.51902973803
1728,168497.83400130866
1729,161151.89637876357
1730,152094.414339758
1731,120403.0264747513
1732,132546.9880641478
1733,118338.13802352455
1734,120446.59226999314
1735,134134.51218508248
1736,116519.66188047934
1737,340673.1560428175
1738,228416.05465198978
1739,285482.03659852984
1740,222195.71622587036
1741,201609.49383570606
1742,166858.1910670423
1743,176987.54850448557
1744,311245.36686571146
1745,217583.65103685512
1746,197229.50033889542
1747,220515.91380681767
1748,222408.2283018323
1749,151831.0547978917
1750,126369.85806524326
1751,244618.22923328815
1752,123603.77752096581
1753,150583.4200666325
1754,185661.4354828703
1755,172325.12152096818
1756,129538.70349479967
1757,124424.77013545329
1758,136700.1411067576
1759,168451.26566438522
1760,164277.78329961942
1761,141575.283113652
1762,187708.81563563424
1763,178002.37533802184
1764,118456.51538445815
1765,169235.6223790088
1766,177468.12971754884
1767,212579.42970230157
1768,145807.6258456818
1769,172853.5291029594
1770,154678.09747304898
1771,131915.34445074777
1772,131329.5569287021
1773,128892.98407639819
1774,138830.61792914904
1775,138108.134336741
1776,122128.98095886013
1777,109939.58181670439
1778,148984.80845911815
1779,118583.40388264589
1780,167918.42912730828
1781,129162.60997904133
1782,95373.66119912709
1783,153668.43396617478
1784,110457.4556332395
1785,125675.93334850142
1786,155147.8595763283
